regime,seed,method,snapshot_t,delta,step_cost,step_interference,step_switches,cumulative_cost,cumulative_interference,cumulative_switches,gain_vs_cold,expected_cost,best_sample_cost,feasible_fraction,success_probability,evaluations,shots,cx_count,circuit_depth,wall_seconds
sudden,304,Combined,4,0.15694629941841726,0.18,0.0,0.6000000000000001,0.72,0.0,2.4,-0.12,0.21596971821726224,0.18,1.0,0.828125,6,256,96,106,1.1853512089583091
sudden,304,Cold,5,0.282055129208904,0.4337527344303195,0.1937527344303195,0.8,0.6737527344303195,0.1937527344303195,1.6,0.0,0.494858632911546,0.4337527344303195,1.0,0.00390625,6,256,108,110,1.1850796249927953
sudden,304,Param,5,0.282055129208904,0.2858651194753473,0.10586511947534734,0.6000000000000001,0.8017933835635699,0.20179338356356993,2.0,0.14788761495497216,0.4879041011873018,0.2858651194753473,1.0,0.04296875,6,256,108,110,1.182866416987963
sudden,304,State,5,0.282055129208904,0.13650813456840546,0.13650813456840546,0.0,0.13650813456840546,0.13650813456840546,0.0,0.297244599861914,0.13664758467885946,0.13650813456840546,1.0,0.99609375,6,256,108,110,1.1928228340111673
sudden,304,Combined,5,0.282055129208904,0.23220736284463203,0.11220736284463204,0.3999999999999999,0.952207362844632,0.11220736284463204,2.8,0.20154537158568744,0.33862912865349437,0.23220736284463203,1.0,0.00390625,6,256,108,110,1.188266167009715
sudden,304,Cold,6,0.04640607022888519,0.16797817846776414,0.10797817846776417,0.19999999999999996,0.8417309128980837,0.3017309128980837,1.8,0.0,0.5450650577587784,0.16797817846776414,1.0,0.0078125,6,256,108,109,1.1850154169951566
sudden,304,Param,6,0.04640607022888519,0.17988070276983043,0.1198807027698304,0.20000000000000018,0.9816740863334004,0.32167408633340033,2.2,-0.011902524302066286,0.49826314137439415,0.17988070276983043,1.0,0.00390625,6,256,108,109,1.1904217079863884
sudden,304,State,6,0.04640607022888519,0.1534097770066483,0.1534097770066483,0.0,0.28991791157505375,0.28991791157505375,0.0,0.014568401461115849,0.1820834180875736,0.1534097770066483,1.0,0.84765625,6,256,108,110,1.1922328749787994
sudden,304,Combined,6,0.04640607022888519,0.2998807027698304,0.1198807027698304,0.6000000000000001,1.2520880656144624,0.23208806561446244,3.4,-0.13190252430206628,0.33093789600708867,0.2998807027698304,1.0,0.0234375,6,256,108,109,1.1835004159947857
sudden,304,Cold,7,0.051700466145232535,0.13115566290019173,0.1311556629001917,0.0,0.9728865757982754,0.4328865757982754,1.8,0.0,0.48829908416690143,0.13115566290019173,1.0,0.015625,6,256,108,109,1.193755250016693
sudden,304,Param,7,0.051700466145232535,0.19994963423495485,0.13994963423495488,0.20000000000000018,1.1816237205683553,0.4616237205683552,2.4000000000000004,-0.06879397133476312,0.4562307171460447,0.19994963423495485,1.0,0.05859375,6,256,108,109,1.193315583979711
sudden,304,State,7,0.051700466145232535,0.14185388243630648,0.14185388243630648,0.0,0.43177179401136023,0.43177179401136023,0.0,-0.010698219536114745,0.14698005012438864,0.14185388243630648,1.0,0.97265625,6,256,108,110,1.1787694579688832
sudden,304,Combined,7,0.051700466145232535,0.2472656424897392,0.1272656424897392,0.3999999999999999,1.4993537081042017,0.35935370810420164,3.8,-0.11610997958954747,0.2811955281508132,0.2472656424897392,1.0,0.83203125,6,256,108,110,1.175964790978469
sudden,304,Cold,8,0.08007008666334986,0.24230306571225552,0.18230306571225552,0.19999999999999996,1.215189641510531,0.6151896415105309,2.0,0.0,0.5394374743553878,0.24230306571225552,1.0,0.01171875,6,256,114,112,1.208416874986142
sudden,304,Param,8,0.08007008666334986,0.18230306571225552,0.18230306571225552,0.0,1.3639267862806108,0.6439267862806107,2.4000000000000004,0.06,0.5342386145679837,0.18230306571225552,1.0,0.00390625,6,256,114,112,1.191545917012263
sudden,304,State,8,0.08007008666334986,0.14923981891511606,0.14923981891511606,0.0,0.5810116129264763,0.5810116129264763,0.0,0.09306324679713945,0.14923981891511606,0.14923981891511606,1.0,1.0,6,256,114,112,1.1855948750162497
sudden,304,Combined,8,0.08007008666334986,0.2891173418214924,0.10911734182149241,0.5999999999999996,1.7884710499256942,0.46847104992569405,4.3999999999999995,-0.046814276109236885,0.3440340818756826,0.2891173418214924,1.0,0.04296875,6,256,114,112,1.1879713750095107
sudden,304,Cold,9,0.044248679039635044,0.4620904814661182,0.2220904814661182,0.7999999999999998,1.6772801229766492,0.8372801229766491,2.8,0.0,0.47210522852692377,0.4620904814661182,1.0,0.00390625,6,256,114,112,1.1965255420072936
sudden,304,Param,9,0.044248679039635044,0.2299057759121935,0.16990577591219347,0.20000000000000018,1.5938325621928042,0.8138325621928042,2.6000000000000005,0.2321847055539247,0.5075923254891519,0.2299057759121935,1.0,0.00390625,6,256,114,112,1.1843440409866162
sudden,304,State,9,0.044248679039635044,0.16020781403667772,0.16020781403667772,0.0,0.741219426963154,0.741219426963154,0.0,0.3018826674294405,0.1613402584738347,0.16020781403667772,1.0,0.9921875,6,256,114,112,1.1786628749687225
sudden,304,Combined,9,0.044248679039635044,0.30330528908675813,0.12330528908675814,0.5999999999999996,2.091776339012452,0.5917763390124522,4.999999999999999,0.15878519237936006,0.32825814889817523,0.30330528908675813,1.0,0.84375,6,256,114,113,1.1888989169965498
